3.89,79.83,-0.91,0.46,1.04,397313,"
"
3.87,81.39,-0.9,0.48,1.04,397387,"
"
3.82,81.43,-0.9,0.47,1.03,397462,"
"
3.79,83.38,-0.91,0.45,1.03,397536,"
"
3.77,83.93,-0.91,0.46,1.03,397611,"
"
3.83,84.26,-0.92,0.45,1.04,397686,"
"
3.91,85.77,-0.94,0.42,1.05,397761,"
"
3.98,83.91,-0.94,0.41,1.06,397835,"
"
4.01,81.72,-0.95,0.41,1.07,397910,"
"
3.99,80.98,-0.94,0.43,1.07,397985,"
"
3.9,80.74,-0.92,0.45,1.06,398059,"
"
3.83,79.56,-0.93,0.46,1.07,398134,"
"
3.87,79.91,-0.92,0.47,1.06,398209,"
"
3.89,79.41,-0.93,0.46,1.08,398284,"
"
3.8,79.12,-0.93,0.44,1.07,398359,"
"
3.82,79.03,-0.93,0.46,1.08,398433,"
"
3.89,79.73,-0.94,0.45,1.09,398508,"
"
3.96,80.82,-0.95,0.43,1.08,398583,"
"
4.05,81.89,-0.95,0.42,1.08,398658,"
"
4.05,82.13,-0.96,0.4,1.08,398733,"
"
4,81.91,-0.96,0.39,1.07,398808,"
"
3.96,82.58,-0.96,0.39,1.08,398883,"
"
3.93,81.53,-0.97,0.37,1.07,398958,"
"
4.05,81.71,-0.98,0.35,1.08,399033,"
"
4.01,80.16,-0.98,0.35,1.08,399108,"
"
3.96,80.67,-0.97,0.38,1.09,399183,"
"
3.92,81.11,-0.98,0.38,1.1,399258,"
"
3.86,79.72,-0.99,0.39,1.12,399333,"
"
3.87,81.75,-0.98,0.39,1.11,399408,"
"
3.85,82.82,-0.96,0.4,1.09,399482,"
"
3.85,82.36,-0.96,0.4,1.09,399557,"
"
3.83,82.12,-0.97,0.39,1.08,399632,"
"
3.92,84.56,-0.98,0.35,1.08,399706,"
"
3.99,84.11,-0.97,0.37,1.08,399781,"
"
4.07,84.01,-0.98,0.37,1.1,399856,"
"
4.04,84.04,-0.99,0.38,1.12,399931,"
"
3.93,82.72,-0.98,0.39,1.12,400006,"
"
3.95,81.67,-0.98,0.39,1.12,400080,"
"
3.91,81.37,-0.99,0.39,1.13,400155,"
"
3.96,83.19,-1,0.37,1.13,400230,"
"
4.03,83.76,-1.01,0.37,1.15,400305,"
"
4.13,83.91,-1.01,0.35,1.15,400379,"
"
4.19,83.83,-1.02,0.34,1.15,400454,"
"
4.15,83.26,-1.02,0.33,1.14,400529,"
"
4.16,82.85,-1.01,0.32,1.12,400604,"
"
4.06,82.11,-1.01,0.33,1.12,400679,"
"
3.88,80.2,-0.98,0.38,1.11,400753,"
"
3.98,80.86,-0.98,0.35,1.08,400979,"
"
4.04,81.54,-0.99,0.35,1.1,401054,"
"
4.11,80.84,-0.99,0.36,1.11,401128,"
"
4.14,80.19,-1,0.34,1.12,401203,"
"
4.08,80.75,-1,0.36,1.12,401278,"
"
4.11,80.64,-1.01,0.34,1.13,401352,"
"
4.13,80.62,-1,0.36,1.13,401427,"
"
4.19,80.26,-1.01,0.34,1.13,401502,"
"
4.18,78.66,-0.99,0.36,1.1,401577,"
"
4.18,77.47,-0.98,0.36,1.09,401652,"
"
4.17,76.79,-0.97,0.37,1.07,401727,"
"
