57,57,57,57,57,57,57,1.42,"2982.92
"
54,54,54,54,54,54,54,1.44,"2982.92
"
54,54,54,54,54,54,54,1.35,"2982.92
"
54,54,54,54,54,54,54,1.34,"2982.92
"
54,54,54,54,54,54,54,1.34,"2982.92
"
54,54,54,54,54,54,54,1.29,"2982.92
"
54,54,54,54,54,54,54,1.27,"2982.92
"
53,53,53,53,53,53,53,1.29,"2982.92
"
53,53,53,53,53,53,53,1.33,"2982.92
"
53,53,53,53,53,53,53,1.27,"2982.92
"
57,57,57,57,57,57,57,1.32,"2982.92
"
57,57,57,57,57,57,57,1.34,"2982.92
"
58,58,58,58,58,58,58,1.34,"2982.92
"
58,58,58,58,58,58,58,1.35,"2982.92
"
58,58,58,58,58,58,58,1.29,"2982.92
"
56,56,56,56,56,56,56,1.27,"2982.92
"
56,56,56,56,56,56,56,1.27,"2982.92
"
56,56,56,56,56,56,56,1.31,"2982.92
"
55,55,55,55,55,55,55,1.38,"2982.92
"
55,55,55,55,55,55,55,1.27,"2982.92
"
56,56,56,56,56,56,56,1.24,"2982.92
"
56,56,56,56,56,56,56,1.36,"2982.92
"
56,56,56,56,56,56,56,1.25,"2982.92
"
61,61,61,61,61,61,61,1.21,"2982.92
"
61,61,61,61,61,61,61,1.29,"2982.92
"
61,61,61,61,61,61,61,1.28,"2982.92
"
59,59,59,59,59,59,59,1.33,"2982.92
"
59,59,59,59,59,59,59,1.36,"2982.92
"
59,59,59,59,59,59,59,1.33,"2982.92
"
58,58,58,58,58,58,58,1.33,"2982.92
"
58,58,58,58,58,58,58,1.33,"2982.92
"
57,57,57,57,57,57,57,1.31,"2982.92
"
57,57,57,57,57,57,57,1.24,"2982.92
"
57,57,57,57,57,57,57,1.24,"2982.92
"
60,60,60,60,60,60,60,1.26,"2982.92
"
60,60,60,60,60,60,60,1.27,"2982.92
"
60,60,60,60,60,60,60,1.28,"2982.92
"
53,53,53,53,53,53,53,1.25,"2982.92
"
53,53,53,53,53,53,53,1.31,"2982.92
"
